imu_calibration_ros1,0,-0.00985611,-0.900615,0.0424124,-1.55291,-0.0104708,0.99987,0.00291528,-0.0119052,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,1,-0.00985611,-0.868853,-0.229448,0.0540821,-5.48337e-05,0.99992,0.0029292,-0.0122674,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,2,-0.00985611,-0.881362,-0.220811,0.0522841,0.00107232,0.999919,0.00300217,-0.0123582,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,3,-0.00985611,-0.908948,-0.21073,-0.294815,0.00161712,0.999915,0.00308673,-0.012524,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,4,-0.00985611,-0.938193,-0.198458,-0.511578,0.00197826,0.999914,0.00314921,-0.0125965,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,5,-0.00985611,-0.953532,-0.197113,-0.516514,0.0028459,0.999911,0.00318853,-0.0126572,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,6,-0.00985611,-0.953308,-0.196073,-0.515395,0.00287789,0.999911,0.00319116,-0.0126498,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,7,-0.00985611,-0.95287,-0.195527,-0.514152,0.00286745,0.999911,0.00319272,-0.0126478,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,8,-0.00985611,-0.952846,-0.195255,-0.512891,0.00285095,0.999911,0.00319727,-0.0126438,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,9,-0.00985611,-0.952592,-0.195223,-0.511724,0.00283353,0.999911,0.00319579,-0.0126436,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,10,-0.00985611,-0.952716,-0.194931,-0.510565,0.0028249,0.999911,0.00319225,-0.012635,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,11,-0.00985611,-0.95247,-0.194858,-0.509442,0.00282729,0.999911,0.00319051,-0.0126241,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,12,-0.00985611,-0.952743,-0.194478,-0.508245,0.00284302,0.999911,0.00318704,-0.0126217,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
imu_calibration_ros1,13,-0.00985611,-0.952092,-0.194245,-0.506965,0.00282941,0.999911,0.00318759,-0.0126245,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
